ingredient_name,rating,benefits,categories,info
Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters,Best,"[""Hydration""]","[""Emulsifier"", ""Texture Enhancer""]","[""Natural mixture of polyglycerin-3, candelilla wax, jojoba seed wax, and rice bran wax"", ""Helps oil- + water-based ingredients stay blended together"", ""Also plays a role in establishing stability of the formula"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Camellia Sinensis Seed Oil,Best,[],[],"[""Oil expressed from the seeds of a variety of green tea plant"", ""Has antioxidant properties"", ""Also a source of fatty acids"", ""Considered an environmentally friendly oil"", ""Ruled safe as used in cosmetics""]"
Camellia Sinensis Leaf Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Derived from buds and leaves of green tea"", ""Has antioxidant properties"", ""Possesses anti-aging, skin-soothing properties""]"
Camellia Sinensis,Best,"[""Anti-Aging"", ""Soothing"", ""Oil Control""]","[""Plant Extracts"", ""Antioxidant""]","[""Camellia sinensis is a plant-derived ingredient also known as green tea"", ""Has a high antioxidant content"", ""Possesses anti-aging and skin-soothing properties""]"
Camellia Oleifera Leaf Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Variety of green tea plant that originated in China"", ""Has soothing properties"", ""A rich source of antioxidants, including EGCGRelated to the Camellia sinensis green tea plant""]"
Camellia Oleifera,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Variety of green tea plant that originated in China"", ""Has soothing properties"", ""A rich source of antioxidants, including EGCGRelated to the Camellia sinensis green tea plant""]"
Camellia Japonica Seed Oil,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Comes from tsubaki seeds"", ""Good sources of antioxidants"", ""Also rich in fatty acids"", ""Can inhibit melanin production""]"
Camellia Japonica Flower Extract,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Has proven antioxidant, anti-pollution, and soothing abilities"", ""Rich source of gallic acid"", ""Also known as Tsubaki"", ""Native to China, Korea, and Japan""]"
Calluna Vulgaris Flower Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]",[]
Calcium PCA,Best,"[""Hydration""]","[""Humectant""]","[""Key component of skin\u2019s natural moisturizing factor"", ""As a skin care ingredient, this mineral electrolyte helps replenish skin\u2019s barrier"", ""Works as a humectant to draw and hold moisture in skin\u2019s uppermost layers"", ""Deemed safe by the Cosmetic Ingredient Review Expert Panel""]"
Calcium Pantothenate,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
Calcium Ascorbate,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
Caffeic Acid,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
C13-16 Isoalkane,Best,[],[],"[""A synthetic solvent but may also be plant-derived"", ""Used in blends meant to replace siloxane silicones"", ""Light fluid has a skin-silkening after-feel"", ""Formerly known as C13-16 isoparaffin""]"
C10-30 Cholesterol/Lanosterol Esters,Best,"[""Hydration""]","[""Emollient"", ""Texture Enhancer""]",[]
Butyrospermum Parkii Butter Extract,Best,"[""Hydration"", ""Anti-Aging""]","[""Plant Extracts"", ""Emollient"", ""Antioxidant""]",[]
Butyrospermum Parkii Butter,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Emollient""]","[""Also known as shea butter"", ""A plant-derived lipid used as an emollient in cosmetics"", ""Helps trap water within skin"", ""Also has smoothing and antioxidant benefits""]"
Butyrospermum Parkii (Shea Butter) Unsaponifiables,Best,"[""Soothing""]","[""Emollient"", ""Antioxidant""]","[""Helps prevent moisture loss"", ""Visibly repairs dry, compromised skin and lips"", ""The fatty acid and sterol portion of shea butter"", ""A rich source of antioxidant vitamin E + skin-soothing compounds""]"
Butyrospermum Parkii (Shea) Butter Extract,Best,"[""Hydration"", ""Anti-Aging""]","[""Plant Extracts"", ""Emollient"", ""Antioxidant""]",[]
Butyrospermum Parkii,Best,"[""Hydration""]","[""Antioxidant"", ""Plant Extracts""]","[""AKA the shea tree or Vitellaria paradoxa"", ""Produces a variety of cosmetic ingredients including extracts, oils and butters"", ""Most of its byproducts are antioxidant-rich"", ""Its most famous ingredient is shea butter""]"
Butyl Methoxydibenzoylmethane,Best,"[""Anti-Aging""]","[""UV Filters""]","[""A globally approved synthetic UVA filter"", ""Must be used with sunscreen ingredients that provide UVB protection"", ""Requires special ingredients to improve stability in the presence of UV light"", ""Is one of several UV filters undergoing more detailed safety assessments"", ""Also known as avobenzone and Parsol 1789""]"
Burdock Root,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Buddleja Davidii Extract,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Brassica Oleracea Italica (Broccoli) Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Natural plant extract derived from the leaves, flowers, or stems of broccoli"", ""Rich in numerous skin-beneficial antioxidants that help offset damaging effects of stressors"", ""May also offer pro-collagen benefits"", ""Should be packaged in a way that limits air and light exposure"", ""Can be considered \u201cupcycled\u201d as a byproduct of agricultural processing""]"
Brassica Oleracea Capitata (Cabbage) Leaf Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Can come from red or purple cabbage"", ""Rich in antioxidant polyphenols"", ""Has skin soothing properties"", ""Might also have UV protective abilities""]"
Brassica Oleracea Acephala Leaf Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Commonly known as kale"", ""Rich source of antioxidants for skin"", ""Helps strengthen key surface cells"", ""Helps protect skin from carcinogenic threats""]"
Brassica Campestris (Rapeseed) Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Non-fragrant plant oil"", ""Good source of antioxidants"", ""Also rich in fatty acids"", ""Ruled safe as used in cosmetics""]"
Boysenberry,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Borago Officinalis Seed Oil,Best,"[""Hydration"", ""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Emollient"", ""Antioxidant""]","[""Commonly called borage oil"", ""Good source of antioxidants"", ""Rich source of barrier-supporting fatty acids"", ""Contains ceramide-building linoleic acid"", ""Also has skin-soothing properties""]"
Borage Seed Oil,Best,"[""Hydration"", ""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Emollient"", ""Antioxidant""]",[]
Boerhavia Diffusa Root Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Delivers skin-soothing, antioxidant properties"", ""Shows promise for improving the look of discolorations"", ""Source of skin-beneficial amino acids"", ""The plant itself has a long history of use in ayurvedic practices and traditional medicine"", ""Water soluble""]"
Black Tea,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""From the Camellia sinensis plant"", ""Comes from older, more oxidized leaves than green tea"", ""Contains antioxidant polyphenols"", ""Also a source of theaflavins, which fight UVB damage""]"
Black Elderberry,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""High antioxidant content"", ""Has soothing properties"", ""Also called Sambucus nigra fruit extract""]"
Blackberry,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Group of blackberry-derived plant extracts"", ""Provides antioxidant benefits to skin"", ""Blackberry extracts can be fruit, seed, leaf or root derived"", ""Notable blackberry species include Rubus fruticosus and Rubus villoscus""]"
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Best,"[""Anti-Aging""]","[""UV Filters""]","[""Synthetic broad-spectrum sunscreen agent that helps defend skin against UVB and UVA rays"", ""Noted for being highly effective in low amounts\u2014an advantage when high SPF levels are desired"", ""Approved as UV filter in many global markets but not in the U.S.\u202f\u202fComes as a light yellow powder in its raw material form and is oil soluble""]"
Bisabolol,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Skin-soothing ingredient"", ""May offer some discoloration-fading properties"", ""Commonly derived from chamomile""]"
Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Peptides""]","[""Combines several B vitamins with stabilizing yeast"", ""Helps improve the vitality of surface cells"", ""The synergy of the B vitamins and peptides improves hydration"", ""Plays a supporting role in skin\u2019s visible recovery from damage""]"
Bioflavonoid,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Bilberry Extract,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""AKA Vaccinium myrtillus"", ""Contain high percentages of anthocyanins, potent antioxidants"", ""Helps curb pro-aging damage from environmental stressors""]"
Bifida Ferment Lysate,Best,"[""Hydration"", ""Soothing""]","[""Humectant"", ""Prebiotic/Probiotic/Postbiotic""]","[""Can help reactive skin become less sensitive"", ""Defends skin against environmental aggressors by strengthening its barrier"", ""Encourages skin to visibly repair itself"", ""Derived from a specific type of yeast obtained from fermenting Bifida bacteria""]"
Bidens Pilosa Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Humectant"", ""Plant Extracts""]","[""Said to be a plant-derived alternative to retinol"", ""Offers antioxidant and soothing benefits"", ""Found in the blends Revinage and Remoist"", ""Native to South America + parts of Africa and Europe""]"
BHA (Beta Hydroxy Acid),Best,"[""Anti-Acne"", ""Blackhead Reducing"", ""Soothing""]","[""Exfoliant""]","[""Also known as salicylic acid"", ""Best known for exfoliating/anti-acne properties"", ""Helps skin shed in a manner that mimics youthful skin"", ""Works most effectively in leave-on formulas with a p"", ""H range between 3-4Oil solubility lets it exfoliate inside the pore to alleviate breakouts, congestion, and blackheads""]"
Beta Vulgaris Root Extract,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Coloring Agent/Pigment"", ""Antioxidant""]",[]
Beta-Sitosterol,Best,"[""Hydration""]","[""Plant Extracts"", ""Emollient""]",[]
Beta-Glucan,Best,"[""Soothing"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts"", ""Texture Enhancer""]","[""Often used as a skin-soothing agent"", ""Delivers beneficial antioxidant properties"", ""Can help moisturize skin"", ""Studies indicate beta-glucan can help reduce the look of wrinkle depth and address other signs of aging"", ""Naturally derived from yeast, fungi, seaweed, or oats""]"
Berberis Vulgaris Root Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Extract derived from the barberry plant"", ""Offers antioxidant and skin-soothing properties"", ""Research also indicates that this ingredient has antibacterial activity"", ""Native to Asia and Europe, where it has a long history of use in traditional medicine""]"
Berberis Aristata,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Benzoyl Peroxide,Best,"[""Anti-Acne"", ""Smooths Bumpy Skin""]","[""Antibacterial""]","[""OTC topical antibacterial acne treatment"", ""Helps fight acne bacteria at the source"", ""Does not disrupt skin\u2019s microbiome"", ""Solutions range in strength from 2.5% to 10%""]"
Benzephenone-3,Best,"[""Anti-Aging""]","[""UV Filters"", ""pH Adjuster/Stabilizer""]",[]
Beet Root Extract,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Coloring Agent/Pigment"", ""Antioxidant""]","[""Rich source of antioxidants"", ""Has skin-soothing properties"", ""Known as Beta vulgaris extract"", ""Has regenerative abilities on skin cells""]"
Bearberry Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Barberry,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Has potent antioxidant properties"", ""Also a soothing ingredient"", ""Rich source of berberine"", ""Also called Berberis vulgaris root extract""]"
Bambusa Vulgaris (Bamboo) Leaf/Stem Extract,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Extracted from golden bamboo"", ""Rich in antioxidants"", ""Has soothing properties""]"
Balloon Vine Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Derived from the herb Cardiospermum halicacabum"", ""Noted for significant skin-soothing benefits and calming signs of compromised skin"", ""Contains beneficial antioxidants and fatty acid compounds"", ""Commonly found in India and other Asian countries where it is touted for medicinal use""]"
Bakuchiol,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Offers multiple anti-aging benefits"", ""Helps improve the look of skin discolorations"", ""Offers many of the same benefits as retinol"", ""Antioxidant found in the seeds and leaves of the plant Psoralea corylifolia"", ""Works best in concentrations between 0.5-2%""]"
Baicalin,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Type of flavonoid"", ""Derived from Scutellaria baicalensis plant"", ""Rich in antioxidants"", ""Has anti-inflammatory properties"", ""May play a role in skin\u2019s youthful longevity""]"
Bacillus Ferment,Best,"[""Soothing""]","[""Humectant"", ""Peptides"", ""Prebiotic/Probiotic/Postbiotic""]","[""Derived from fermented Bacillus microorganisms"", ""Benefits vary by the strain used in the fermentation process"", ""Can act as a peptide, prebiotic, or probiotic"", ""May help balance skin\u2019s microbiome"", ""Can offer mild exfoliating action (strain dependent)""]"
Bacillus/Soybean Ferment Extract,Best,"[""Anti-Aging"", ""Dark Spot Fading""]","[""Antioxidant"", ""Plant Extracts""]","[""Extract of the product of fermenting soybeans with Bacillus"", ""Known by trade names Cellplus+ and Actigym"", ""Has skin conditioning and antioxidant properties"", ""Contains arbutin, which can disrupt triggers of skin discolorations""]"
Azelex,Best,"[""Anti-Acne"", ""Dark Spot Fading"", ""Smooths Bumpy Skin""]","[""Antioxidant"", ""Exfoliant""]",[]
Azelaoyl Bis-Dipeptide-10,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Soothing""]","[""Peptides"", ""Antioxidant""]",[]
Azelaic Acid,Best,"[""Anti-Acne"", ""Dark Spot Fading"", ""Smooths Bumpy Skin""]","[""Antioxidant"", ""Exfoliant"", ""pH Adjuster/Stabilizer""]","[""Helps improve the appearance of redness"", ""Aides in clarifying skin"", ""Offers gentle exfoliating properties"", ""Also delivers antioxidant benefits""]"
Azadirachta Indica,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Avocado Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant""]",[]
Avobenzone,Best,"[""Anti-Aging""]","[""UV Filters""]","[""A globally approved synthetic UVA filter"", ""Has been tested for safety and efficacy"", ""One of only two FDA-approved UVA filters"", ""Also known as Parsol 1789""]"
Avena Sativa Kernel Extract,Best,"[""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Good source of antioxidants"", ""Exhibits impressive skin-soothing abilities"", ""Suitable for even the most sensitive skin""]"
Avena Sativa (Oat) Kernel Oil,Best,"[""Soothing""]","[""Emollient"", ""Antioxidant""]",[]
Avena Sativa (Oat) Kernel Extract,Best,"[""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Good source of antioxidants"", ""Exhibits impressive skin-soothing abilities"", ""Suitable for even the most sensitive skin"", ""INCI name for ingredient also called colloidal oatmeal"", ""Ruled safe as used in cosmetics""]"
Atractylodes Macrocephala Root Powder,Best,"[""Soothing""]","[""Antioxidant""]","[""Herbal ingredient documented for its soothing properties in skin care formulas"", ""Functions as an antioxidant to help defend skin from environmental stressors"", ""Long history of use in traditional Chinese medicine"", ""Previously went by a slightly different spelling of Atractyloides macrocephala root powder""]"
Astragalus Membranaceus,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Long used in traditional Chinese medicine"", ""Is an adaptogen"", ""Fights oxidative stress"", ""Has anti-inflammatory properties""]"
Astaxanthin,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Coloring Agent/Pigment""]","[""Natural pigment found in algae, fungi, and bacteria"", ""Also found in aquatic organisms"", ""Rich source of antioxidants"", ""Has anti-inflammatory properties"", ""Boosts UV protection of sunscreens""]"
Aspergillus Ferment,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Hydration""]","[""Antioxidant""]","[""Fungi/mold extract produced via fermentation"", ""Noted in research for skin-brightening benefits"", ""Also attributed for antioxidant properties and skin barrier strengthening"", ""Can be used to enhance the bioactivity of other key skin care ingredients""]"
Asiatic Acid,Best,"[""Anti-Aging""]","[""Antioxidant""]","[""Potent antioxidant found naturally in many plants, including Centella asiatica"", ""Helps offset triggers of sun damage and aging skin"", ""Delivers significant soothing properties"", ""Works best when penetration-enhancing delivery systems are utilized to improve the permeability""]"
Ascorbyl Tetraisopalmitate,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant""]","[""Oil soluble derivative of vitamin C (ascorbic acid)Helps prevent pro-aging environmental damage"", ""Promotes a firm skin structure"", ""Also known as ATIP and tetrahexyldecyl ascorbate (THD Ascorbate)""]"
Ascorbyl Palmitate,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant""]","[""Made by combining ascorbic acid with palmitic acid"", ""Has a powerful synergy with vitamin EExhibits antioxidant benefits"", ""Not considered as effective as pure vitamin COften used to help stabilize air-sensitive skin care ingredients"", ""Also used as a food additive to improve stability of oils""]"
Ascorbyl Methylsilanol Pectinate,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Texture Enhancer""]",[]
Ascorbyl Glucoside,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant""]","[""Stable form of vitamin C easily penetrates skin"", ""Brightening benefits enhanced by niacinamide"", ""Helps improve skin\u2019s environmental defenses""]"
Ascorbyl Glucosamine,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
Ascorbic Acid,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""pH Adjuster/Stabilizer""]","[""Technical name for pure vitamin CCan help improve wrinkles + discolorations"", ""Helps boost sunscreen effectiveness"", ""The most abundant antioxidant in skin""]"
Aristotelia Chilensis (Maqui),Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Argireline,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides"", ""Humectant""]","[""Also known as acetyl hexapeptide-8 and acetyl hexapeptide-3Synthetically derived"", ""Has water-binding abilities and skin-restoring properties"", ""Is considered a neurotransmitter-inhibiting peptide""]"
Arginine/Lysine Polypeptide,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides""]","[""A multi-peptide blend that supports skin\u2019s collagen and elastin"", ""Helps offset substances within skin that break down collagen"", ""Lab-synthesized for precise, consistent results + stability"", ""Topical use helps restore a firmer look and feel""]"
Arginine,Best,"[""Hydration"", ""Anti-Aging""]","[""Antioxidant"", ""Humectant""]","[""Amino acid naturally present in the body"", ""Offers antioxidant benefits"", ""Has hydrating properties"", ""Derivatives of arginine can be used to create cosmetic surfactants"", ""Proven track record of safety in personal care product formulas""]"
Argan Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]",[]
Argania Spinosa Kernel Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]",[]
Argania Spinosa,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Arctostaphylos Uva Ursi Leaf Extract,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Antioxidant-rich plant extract"", ""Helps visibly minimize premature skin aging"", ""Rich in arbutin to mitigate uneven tone"", ""Delivers skin-soothing effects""]"
Arctium Lappa Root Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Also known as burdock root"", ""Contributes to skin\u2019s environment defense"", ""Works to soothe and lightly hydrate skin"", ""Its roots, leaves, seeds and flowers can be used to create ingredients""]"
Arctium Lappa,Best,"[""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Also known as burdock"", ""Contributes to skin\u2019s environmental defense"", ""Works to soothe and lightly hydrate skin"", ""Its roots, leaves, seeds and flowers can be used to create ingredients""]"
Arbutus Unedo Fruit Extract,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts""]","[""From the madrone or strawberry tree"", ""Rich source of polyphenols"", ""Can fight skin discolorations""]"
Arbutin,Best,"[""Dark Spot Fading"", ""Evens Skin Tone""]","[""Plant Extracts"", ""Antioxidant""]","[""Antioxidant backed by research for fading discolorations and evening out tone"", ""Can be derived naturally from plants (typically bearberry) or made synthetically"", ""The pure natural form of arbutin is referred to as beta-arbutin"", ""Synthetic versions (known as alpha-arbutin and deoxyarbutin) have been shown to be more effective"", ""Colorless to faint yellow powder (as a raw material)""]"
Arachis Hypogaea Extract,Best,"[""Hydration"", ""Soothing""]","[""Emollient"", ""Plant Extracts""]",[]
Apricot Kernel Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]",[]
Apple Fruit Extract,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts""]",[]
Antioxidant,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Anthocyanin,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Anthemis Nobilis Flower Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Rich source of antioxidants"", ""Has soothing properties"", ""Commonly called Roman chamomile""]"
Anastatica Hierochuntica Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Extract derived from a desert-growing plant known as Rose of Jericho"", ""Source of skin-soothing, anti-aging antioxidants, including quercetin"", ""May also improve uneven skin tone"", ""Long history of use in folk medicine (indigenous to the Middle East and North Africa)""]"
Ammonium Glycolate,Best,"[""Evens Skin Tone"", ""Anti-Aging""]","[""Exfoliant""]",[]
Amino Acids,Best,"[""Hydration""]","[""Antioxidant"", ""Humectant""]","[""Fundamental constituents of all proteins found in the body"", ""In skin care products, amino acids act as water-binding agents"", ""Some have antioxidant properties"", ""Work best when combined with other amino acids""]"
Amaranthus Caudatus Seed extract,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Plant extract rich in skin-beneficial compounds including antioxidants"", ""May provide moisturizing effects"", ""Most research pertains to nutritional value but this extract shows promise for anti-aging effects on skin"", ""Supplied as an aqueous solution or in the oil form""]"
Althaea Officinalis Root Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Also known as marshmallow root"", ""Plant with soothing, redness-reducing properties"", ""Also works as a lightweight emollient"", ""Helps offset negative impact of enzymes that degrade hyaluronic acid""]"
Alpha-Tocopherol,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
Alpha Lipoic Acid,Best,"[""Anti-Aging""]","[""Antioxidant""]","[""AKA thioctic acid"", ""Both water and oil soluble"", ""Exerts antioxidant and soothing properties when applied topically"", ""Concentrations of 5% or greater are capable of causing a burning or stinging sensation on skin""]"
AHA,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone"", ""Hydration""]","[""Exfoliant"", ""Humectant""]","[""AKA alpha hydroxy acid"", ""Exfoliates skin and improves visible signs of aging"", ""Particularly suited for dry skin and an uneven skin tone"", ""Includes glycolic and lactic acids""]"
Alpha-Glucan Oligosaccharide,Best,"[""Hydration"", ""Soothing"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Natural prebiotic typically synthesized from sugars"", ""Helps support a healthy microbiome"", ""Can reduce signs of sensitive skin"", ""Antioxidant benefits reduce the impact of environmental stressors""]"
Alpha-Glucan,Best,"[""Hydration"", ""Soothing""]","[""Antioxidant"", ""Chelating Agent"", ""Prebiotic/Probiotic/Postbiotic""]","[""Chelating agent (prevents metal ions or metallic compounds from interfering with skin)Bulking agent (increases the viscosity/thickness of a formula)Prebiotic (helps to nourish skin\u2019s healthy microbiome balance)Humectant (attracts and retains moisture in the skin)Enhances the delivery of other ingredients in a formulation, maximizing their impact""]"
Alpha-Arbutin,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Evens Skin Tone""]","[""Antioxidant"", ""Plant Extracts""]","[""Proven ability to fade melanin-fueled skin discolorations"", ""Considered more effective than beta-arbutin and kojic acid"", ""May be plant-derived, bio-fermented or synthetic.Derived from gold standard hyperpigmentation ingredient hydroquinone""]"
Aloe Vera,Best,"[""Hydration"", ""Soothing""]","[""Plant Extracts"", ""Humectant""]",[]
Aloe Barbadensis Leaf Juice Powder,Best,"[""Anti-Aging""]","[""Plant Extracts""]",[]
Aloe Barbadensis Leaf Juice Extract,Best,"[""Hydration"", ""Soothing""]","[""Plant Extracts"", ""Humectant""]",[]
Aloe Barbadensis Leaf Juice,Best,"[""Soothing"", ""Hydration""]","[""Humectant"", ""Plant Extracts"", ""Antioxidant""]","[""Juice expressed from the leaves of the aloe plant"", ""Used for its soothing properties"", ""Can also be used as a film former, humectant & skin-conditioning agent"", ""Popular in hand sanitizers, where it helps combat the harsh, drying nature of alcohol-based formulas""]"
Aloe Barbadensis Leaf Extract,Best,"[""Soothing"", ""Hydration""]","[""Humectant"", ""Antioxidant"", ""Plant Extracts""]","[""Offers antioxidant qualities to defend skin"", ""Delivers soothing properties to calm skin"", ""Serves as a humectant (hydrating agent)Extract derived from the leaves of the aloe vera plant""]"
Aloe Barbadensis,Best,"[""Hydration"", ""Soothing""]","[""Plant Extracts"", ""Humectant""]","[""AKA aloe vera"", ""Plant-extract with soothing, antioxidant and hydrating compounds"", ""Its benefits tend to be over exaggerated in cosmetics""]"
Almond Oil,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]",[]
Almond/Borage/Linseed/Olive Acids Glycerides,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant""]",[]
Allantoin Glycyrrhetinic Acid,Best,"[""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Power couple of skin soothers, one licorice-derived"", ""Helps reduce signs and sensations of sensitivity"", ""Deemed safe in the amounts used in cosmetics"", ""Supplied as a white to yellowish powder""]"
Allantoin,Best,"[""Soothing""]","[""Plant Extracts""]","[""Can soothe skin"", ""Has skin moisturizing properties"", ""Helps mitigate skin\u2019s response to active ingredients"", ""Occurs naturally in most organisms but can be produced synthetically"", ""Used in concentrations up to 2% in cosmetics""]"
Algae Extract,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Emollient""]","[""Comes from algae, very simple, chlorophyll-containing organisms"", ""Help thicken formulas"", ""Can assist in hydrating skin"", ""Helps defend skin against external agents""]"
Algae,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Emollient""]",[]
