ingredient_name,rating,benefits,categories,functional_group,info,source
Hypnea Musciformis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hypericum Erectum Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ledebouriella Divaricata Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Potentilla Erecta Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chamaecyparis Obtusa Branch/Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aniba Rosaeodora Wood Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Nymphaea Alba Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Helianthus Annuus Seed Oil 1%,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Mentha Arvensis Leaf Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Mangifera Indica Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tilia Platyphyllos Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ecklonia/Laminaria Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Solanum Lycopersicum Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Peat Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mirabilis Jalapa Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Worst,[],"['Fragrance: Synthetic and Natural', 'Irritant']","['Sensory', 'Risks']",['EU Banned Allergen since 2021'],EU Banned
Ginkgo Biloba Nut Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Malpighia Glabra Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pichia/Resveratrol Ferment Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Maclura Cochinchinensis Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melaleuca Alternifolia Leaf Water 9.4%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Eucommia Ulmoides Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mentha Spicata Herb Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Glycine Max Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Echinacea Purpurea Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rheum Palmatum Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Opuntia Ficus-Indica Extract 20.58%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Artemisia Umbelliformis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunella Vulgaris Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Dioscorea Oppositifolia Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rubus Idaeus Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Nepeta Cataria Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Smithsonite Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Salivary Gland Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Scutellaria Lateriflora Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Yucca Schidigera Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Petasites Japonicus Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 75810,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Hydrangea Arborescens Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chamomilla Recutita Flower/Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Palmitoyl Grape Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Glycine Soja Seed Extract 22.84%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Fagus Sylvatica Bud Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lilium Tigrinum Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Armeniaca Kernel Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Polygonatum Odoratum Rhizome Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Calanthe Discolor Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Camellia Japonica Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sideritis Scardica Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Brassica Oleracea Italica Extract 6%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Irvingia Gabonensis Kernel Butter,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Coffea Arabica Seedcake Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Acer Pseudoplatanus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tulipa Darwin Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Nelumbo Nucifera Germ Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Petroselinum Crispum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hamamelis Virginiana Leaf Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Triticum Vulgare Germ Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Porphyra Yezoensis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tilia Cordata Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Aurantifolia Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Faex Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Elaeis Guineensis Butter,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Pogostemon Cablin Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Quillaja Saponaria Wood Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Morus Alba Twig Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Nymphaea Gigantea Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Salicina Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Withania Somnifera Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Syringa Vulgaris Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Luffa Cylindrica Fruit/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Polygonum Tinctorium Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Schizandra Sphenanthera Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Dioscorea Villosa Root Extract 68%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lycopodium Clavatum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Trifolium Pratense Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Aurantium Amara Flower Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Musa Paradisiaca Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Calophyllum Inophyllum Seed Oil 10%,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Buddleja Davidii Leaf Cell Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mesembryanthemum Crystallinum Extract 63%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrolyzed Ulva Lactuca Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Saccharomyces/Rice Ferment Filtrate Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Diospyros Kaki Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Dioscorea Villosa Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Extract 45.77%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Punica Granatum Fruit Extract 63%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Coix Lacryma-Jobi Ma-Yuen Shell Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Camellia Sinensis Leaf Extract 26.3%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Shorea Stenoptera Seed Butter,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Citrus Aurantium Bergamia Fruit Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Symphytum Officinale Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosa Roxburghii Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Bixa Orellana Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vitex Agnus-Castus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Musa Sapientum Peel Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Passiflora Quadrangularis Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lysimachia Foenum-Graecum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrangea Serrata Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Gynostemma Pentaphyllum Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melilotus Officinalis Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melaleuca Alternifolia Leaf Oil 0.2%,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Schist Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosa Hybrid Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 14700,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Opuntia Tuna Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rumex Acetosa Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Communis Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Brassica Oleracea Gemmifera Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Communis Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hypericum Erectum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Limonium Narbonense Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oenothera Biennis Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chrysanthemum Indicum Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rubus Chamaemorus Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Juniperus Communis Callus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Olea Europaea Leaf Cell Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ulmus Campestris Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Magnolia Acuminata Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Genipa Americana Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Inonotus Obliquus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melaleuca Alternifolia Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ficus Indica Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Illicium Verum Fruit/Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Centella Asiatica Extract 5%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Calluna Vulgaris Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrolyzed Viola Tricolor Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rubus Fruticosus Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hamamelis Virginiana Bark/Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Houttuynia Cordata Extract 70%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Unshiu Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrogenated Sunflower Seed Oil Polyglyceryl-3 Esters,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Punica Granatum Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Alpinia Officinarum Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ampelopsis Japonica Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Opuntia Vulgaris Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lilium Candidum Callus Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mentha Piperita Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Olea Europaea Leaf Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Extract 76.38%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Salvia Sclarea Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Agave Tequilana Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Poterium Officinale Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vitis Vinifera Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Taraktogenos Kurzii Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Ci 45430,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Chenopodium Quinoa Seed Extract 8.59%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Helianthus Annuus Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Virola Surinamensis Seed Butter,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Centella Asiatica Extract 4%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Euterpe Oleracea Fruit Extract 21%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Helichrysum Stoechas Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Betula Alba Bud Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Avena Sativa Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melissa Officinalis Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Houttuynia Cordata Extract 5%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cannabis Sativa Callus Culture Lysate Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Glycine Soja Germ Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Luffa Cylindrica Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Ganoderma Lucidum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Psoralea Corylifolia Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Dracocephalum Ruyschiana Callus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mirabilis Jalapa Callus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Juglans Regia Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Ci 77268:1,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Narcissus Pseudo-Narcissus Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Arthrospira Platensis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Trichosanthes Kirilowii Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Thuja Orientalis Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Armeniaca Kernel Oil 0.5%,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Chrysanthemum Boreale Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Papaver Rhoeas Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Pyrifolia Fruit Extract 0.1%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vaccinium Corymbosum Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Mesembryanthemum Crystallinum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Aurantium Amara Leaf/Twig Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Calophyllum Inophyllum Seed Oil 5%,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Morus Alba Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Camellia Sinensis Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Unshiu Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Atractylodes Japonica Rhizome Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Yucca Vera Leaf/Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cudrania Tricuspidata Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Evening Primrose Seed Ferment Extract Filtrate,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Evernia Prunastri Extract,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant']","['Sensory', 'Risks']",['EU list of 26 fragrance allergens requiring labeling'],EU 26
Tabebuia Impetiginosa Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Angelica Tenuissima Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Camellia Oleifera Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Voandzeia Subterranea Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oryza Sativa Extract 30%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Machilus Thunbergii Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Yucca Glauca Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Grandis Seed Oil Unsaponifiables,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Thalassiosira Pseudonana Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tremella Fuciformis Extract 3.51%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sedum Sarmentosum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Mume Fruit Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chlorella Pyrenoidosa Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Eisenia Arborea Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Carthamus Tinctorius Seedcake Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Olivine Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Theobroma Cacao Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Echinacea Angustifolia Root Cell Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mangifera Indica Pulp Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chrysanthemum Indicum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Opuntia Ficus-Indica Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mentha Viridis Leaf Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Mangifera Indica Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Inonotus Obliquus Extract 70%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chelidonium Majus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Japonica Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Coriandrum Sativum Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Brassica Oleracea Italica Extract 75%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mallotus Japonicus Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Morinda Citrifolia Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oryza Sativa Germ Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chondrus Crispus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Iodized Garlic Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rhaponticum Carthamoides Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lavandula Hybrida Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lavandula Hybrida Grosso Herb Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Diospyros Kaki Leaf Extract 38.05%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cymbopogon Schoenanthus Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosa Rugosa Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Scenedesmus Rubescens Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
